Geo_FIPS,StateFIPS,CountyFIPS,TractFIPS,BlockgroupFIPS,TotalPopEst2015_19ACS,YearOfStartDate,UnderAge1PopEst2015_19ACS,Age0to17PopEst2015_19ACS,Unique0to17WithED_Visit,Unique0to17WithED_VisitPer100,NumberED_VisitsAge0to17,ED_VisitsPer100Age0to17,NumberLowAcuityED_VisitsAge0to17,LowAcuityED_VisitsPer100Age0to17,NumberAsthmaRelatedED_Visits,AsthmaRelatedED_VisitsPer100Age0to17,NumberED_VisitsByChildrenUnder1YearOld,NumberOfInjuryRelatedVisits,InjuryRelatedEDVisitsPer100Age0to17,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AcuteRespiratoryTractInfectionRelatedED_VisitsPer100Age0to17
420033207002,42,3,320700,2,533,2018,18.8,136,22,16.2,49,36,34,25,5,3.7,4,,0,10,7.4
420033207002,42,3,320700,2,533,2019,18.8,136,22,16.2,41,30.1,17,12.5,6,4.4,4,1,0.7,8,5.9
420034011001,42,3,401100,1,1406,2016,14.6,253,31,12.3,40,15.8,11,4.3,8,3.2,5,,0,3,1.2
420034011001,42,3,401100,1,1406,2017,14.6,253,35,13.8,66,26.1,26,10.3,7,2.8,23,,0,15,5.9
420034011001,42,3,401100,1,1406,2018,14.6,253,33,13,42,16.6,24,9.5,4,1.6,8,1,0.4,8,3.2
420034011001,42,3,401100,1,1406,2019,14.6,253,36,14.2,57,22.5,41,16.2,5,2,7,1,0.4,6,2.4
420034011002,42,3,401100,2,1699,2016,12.4,478,26,5.4,40,8.4,20,4.2,3,0.6,6,,0,2,0.4
420034011002,42,3,401100,2,1699,2017,12.4,478,25,5.2,33,6.9,8,1.7,4,0.8,5,,0,5,1
420034011002,42,3,401100,2,1699,2018,12.4,478,24,5,32,6.7,13,2.7,6,1.3,6,1,0.2,7,1.5
420034011002,42,3,401100,2,1699,2019,12.4,478,48,10,63,13.2,33,6.9,1,0.2,9,4,0.8,6,1.3
420034011003,42,3,401100,3,753,2016,3.2,142,16,11.3,30,21.1,10,7,1,0.7,9,,0,1,0.7
420034011003,42,3,401100,3,753,2017,3.2,142,13,9.2,18,12.7,11,7.7,2,1.4,1,,0,1,0.7
420034011003,42,3,401100,3,753,2018,3.2,142,14,9.9,17,12,3,2.1,1,0.7,3,,0,6,4.2
420034011003,42,3,401100,3,753,2019,3.2,142,15,10.6,22,15.5,9,6.3,,0,2,1,0.7,3,2.1
420034011004,42,3,401100,4,855,2016,4,50,14,28,15,30,5,10,1,2,2,,0,2,4
420034011004,42,3,401100,4,855,2017,4,50,8,16,14,28,3,6,,0,6,,0,2,4
420034011004,42,3,401100,4,855,2018,4,50,11,22,14,28,5,10,4,8,,,0,1,2
420034011004,42,3,401100,4,855,2019,4,50,19,38,29,58,10,20,3,6,6,,0,4,8
420034012001,42,3,401200,1,329,2016,2,30,15,50,25,83.3,9,30,8,26.7,6,1,3.3,6,20
420034012001,42,3,401200,1,329,2017,2,30,15,50,32,106.7,8,26.7,6,20,5,,0,3,10
420034012001,42,3,401200,1,329,2018,2,30,21,70,39,130,11,36.7,6,20,8,,0,4,13.3
420034012001,42,3,401200,1,329,2019,2,30,16,53.3,20,66.7,8,26.7,3,10,3,,0,1,3.3
420034012002,42,3,401200,2,1201,2016,13.2,365,50,13.7,78,21.4,24,6.6,18,4.9,23,,0,15,4.1
420034012002,42,3,401200,2,1201,2017,13.2,365,49,13.4,78,21.4,34,9.3,23,6.3,20,1,0.3,16,4.4
420034012002,42,3,401200,2,1201,2018,13.2,365,60,16.4,99,27.1,46,12.6,24,6.6,12,,0,14,3.8
420034012002,42,3,401200,2,1201,2019,13.2,365,51,14,81,22.2,35,9.6,17,4.7,5,,0,13,3.6
420034012003,42,3,401200,3,729,2016,4,140,31,22.1,50,35.7,10,7.1,18,12.9,11,,0,8,5.7
420034012003,42,3,401200,3,729,2017,4,140,33,23.6,55,39.3,14,10,15,10.7,6,,0,1,0.7
420034012003,42,3,401200,3,729,2018,4,140,31,22.1,44,31.4,19,13.6,14,10,4,2,1.4,7,5
420034012003,42,3,401200,3,729,2019,4,140,26,18.6,36,25.7,10,7.1,5,3.6,2,1,0.7,7,5
420034012004,42,3,401200,4,624,2016,2.2,128,19,14.8,30,23.4,9,7,10,7.8,1,,0,2,1.6
420034012004,42,3,401200,4,624,2017,2.2,128,21,16.4,31,24.2,7,5.5,7,5.5,1,,0,4,3.1
420034012004,42,3,401200,4,624,2018,2.2,128,16,12.5,17,13.3,11,8.6,2,1.6,2,,0,1,0.8
420034012004,42,3,401200,4,624,2019,2.2,128,16,12.5,20,15.6,6,4.7,3,2.3,,,0,1,0.8
420034013001,42,3,401300,1,1256,2016,8,202,28,13.9,38,18.8,8,4,5,2.5,,,0,3,1.5
420034013001,42,3,401300,1,1256,2017,8,202,23,11.4,25,12.4,4,2,3,1.5,1,,0,1,0.5
420034013001,42,3,401300,1,1256,2018,8,202,36,17.8,54,26.7,18,8.9,4,2,7,,0,6,3
420034013001,42,3,401300,1,1256,2019,8,202,29,14.4,41,20.3,19,9.4,2,1,3,,0,8,4
420034013002,42,3,401300,2,557,2016,4.8,50,13,26,18,36,4,8,3,6,4,1,2,3,6
420034013002,42,3,401300,2,557,2017,4.8,50,19,38,28,56,12,24,6,12,1,,0,3,6
420034013002,42,3,401300,2,557,2018,4.8,50,11,22,13,26,7,14,1,2,,,0,1,2
420034013002,42,3,401300,2,557,2019,4.8,50,19,38,25,50,12,24,3,6,,,0,,0
420034013003,42,3,401300,3,932,2016,17.8,204,16,7.8,22,10.8,5,2.5,4,2,,,0,1,0.5
420034013003,42,3,401300,3,932,2017,17.8,204,16,7.8,25,12.3,10,4.9,3,1.5,3,1,0.5,3,1.5
420034013003,42,3,401300,3,932,2018,17.8,204,17,8.3,26,12.7,11,5.4,7,3.4,2,,0,2,1
420034013003,42,3,401300,3,932,2019,17.8,204,12,5.9,28,13.7,9,4.4,11,5.4,6,2,1,1,0.5
420034020001,42,3,402000,1,578,2016,8,78,10,12.8,12,15.4,2,2.6,2,2.6,,,0,,0
420034020001,42,3,402000,1,578,2017,8,78,8,10.3,12,15.4,4,5.1,3,3.8,1,1,1.3,2,2.6
420034020001,42,3,402000,1,578,2018,8,78,7,9,9,11.5,4,5.1,,0,1,1,1.3,,0
420034020001,42,3,402000,1,578,2019,8,78,9,11.5,11,14.1,4,5.1,1,1.3,,,0,,0
420034020002,42,3,402000,2,734,2016,10.6,180,17,9.4,21,11.7,10,5.6,2,1.1,2,,0,1,0.6
420034020002,42,3,402000,2,734,2017,10.6,180,14,7.8,25,13.9,12,6.7,1,0.6,10,1,0.6,7,3.9
420034020002,42,3,402000,2,734,2018,10.6,180,28,15.6,50,27.8,28,15.6,8,4.4,4,,0,5,2.8
420034020002,42,3,402000,2,734,2019,10.6,180,25,13.9,38,21.1,19,10.6,3,1.7,4,,0,5,2.8
420034020003,42,3,402000,3,1135,2016,18.6,262,30,11.5,47,17.9,11,4.2,13,5,4,,0,6,2.3
420034020003,42,3,402000,3,1135,2017,18.6,262,37,14.1,57,21.8,19,7.3,13,5,5,1,0.4,12,4.6
420034020003,42,3,402000,3,1135,2018,18.6,262,43,16.4,54,20.6,23,8.8,7,2.7,12,,0,11,4.2
420034020003,42,3,402000,3,1135,2019,18.6,262,55,21,78,29.8,40,15.3,18,6.9,10,2,0.8,9,3.4
420034020004,42,3,402000,4,728,2016,9,119,32,26.9,50,42,21,17.6,9,7.6,4,,0,10,8.4
420034020004,42,3,402000,4,728,2017,9,119,30,25.2,56,47.1,21,17.6,6,5,4,,0,7,5.9
420034020004,42,3,402000,4,728,2018,9,119,30,25.2,42,35.3,14,11.8,14,11.8,1,1,0.8,8,6.7
420034020004,42,3,402000,4,728,2019,9,119,25,21,40,33.6,17,14.3,9,7.6,3,,0,5,4.2
420034035001,42,3,403500,1,740,2016,8,167,32,19.2,44,26.3,13,7.8,10,6,2,,0,3,1.8
420034035001,42,3,403500,1,740,2017,8,167,33,19.8,49,29.3,12,7.2,17,10.2,3,,0,5,3
420034035001,42,3,403500,1,740,2018,8,167,44,26.3,63,37.7,23,13.8,13,7.8,11,1,0.6,14,8.4
420034035001,42,3,403500,1,740,2019,8,167,45,26.9,75,44.9,34,20.4,10,6,9,,0,15,9
420034035002,42,3,403500,2,606,2016,7.6,169,20,11.8,30,17.8,10,5.9,6,3.6,6,2,1.2,4,2.4
420034035002,42,3,403500,2,606,2017,7.6,169,19,11.2,33,19.5,7,4.1,17,10.1,1,,0,6,3.6
420034035002,42,3,403500,2,606,2018,7.6,169,28,16.6,36,21.3,15,8.9,8,4.7,6,,0,6,3.6
420034035002,42,3,403500,2,606,2019,7.6,169,25,14.8,35,20.7,14,8.3,9,5.3,5,,0,3,1.8
420034035003,42,3,403500,3,1270,2016,47.4,316,57,18,90,28.5,33,10.4,19,6,12,,0,10,3.2
420034035003,42,3,403500,3,1270,2017,47.4,316,51,16.1,74,23.4,32,10.1,12,3.8,4,,0,11,3.5
420034035003,42,3,403500,3,1270,2018,47.4,316,65,20.6,106,33.5,49,15.5,26,8.2,16,,0,22,7
420034035003,42,3,403500,3,1270,2019,47.4,316,52,16.5,90,28.5,44,13.9,18,5.7,8,,0,13,4.1
420034035004,42,3,403500,4,747,2016,0,16,33,206.3,50,312.5,17,106.3,11,68.8,5,,0,7,43.8
420034035004,42,3,403500,4,747,2017,0,16,33,206.3,42,262.5,12,75,8,50,2,1,6.3,2,12.5
420034035004,42,3,403500,4,747,2018,0,16,31,193.8,40,250,12,75,6,37.5,3,1,6.3,3,18.8
420034035004,42,3,403500,4,747,2019,0,16,31,193.8,52,325,26,162.5,6,37.5,5,,0,5,31.3
420034035005,42,3,403500,5,1050,2016,11.6,186,26,14,53,28.5,20,10.8,22,11.8,11,,0,15,8.1
420034035005,42,3,403500,5,1050,2017,11.6,186,26,14,53,28.5,27,14.5,23,12.4,1,,0,9,4.8
420034035005,42,3,403500,5,1050,2018,11.6,186,36,19.4,62,33.3,31,16.7,13,7,14,,0,8,4.3
420034035005,42,3,403500,5,1050,2019,11.6,186,34,18.3,51,27.4,29,15.6,7,3.8,14,,0,8,4.3
420034040001,42,3,404000,1,1449,2016,13.6,334,48,14.4,73,21.9,26,7.8,18,5.4,16,,0,11,3.3
420034040001,42,3,404000,1,1449,2017,13.6,334,63,18.9,80,24,27,8.1,14,4.2,7,2,0.6,7,2.1
420034040001,42,3,404000,1,1449,2018,13.6,334,61,18.3,82,24.6,39,11.7,8,2.4,8,,0,13,3.9
420034040001,42,3,404000,1,1449,2019,13.6,334,67,20.1,89,26.6,41,12.3,14,4.2,14,1,0.3,12,3.6
420034050001,42,3,405000,1,562,2016,3.2,73,27,37,36,49.3,13,17.8,2,2.7,2,1,1.4,4,5.5
420034050001,42,3,405000,1,562,2017,3.2,73,30,41.1,40,54.8,9,12.3,1,1.4,1,1,1.4,7,9.6
420034050001,42,3,405000,1,562,2018,3.2,73,28,38.4,38,52.1,15,20.5,2,2.7,2,,0,6,8.2
420034050001,42,3,405000,1,562,2019,3.2,73,27,37,34,46.6,11,15.1,1,1.4,7,3,4.1,1,1.4
420034050002,42,3,405000,2,561,2016,6.8,118,13,11,15,12.7,3,2.5,,0,1,,0,1,0.8
420034050002,42,3,405000,2,561,2017,6.8,118,16,13.6,21,17.8,7,5.9,1,0.8,1,,0,,0
420034050002,42,3,405000,2,561,2018,6.8,118,16,13.6,24,20.3,18,15.3,,0,3,,0,3,2.5
420034050002,42,3,405000,2,561,2019,6.8,118,19,16.1,26,22,12,10.2,,0,4,2,1.7,2,1.7
420034060001,42,3,406000,1,1584,2016,19,237,31,13.1,42,17.7,12,5.1,7,3,5,1,0.4,5,2.1
420034060001,42,3,406000,1,1584,2017,19,237,41,17.3,68,28.7,20,8.4,6,2.5,6,1,0.4,4,1.7
420034060001,42,3,406000,1,1584,2018,19,237,44,18.6,64,27,15,6.3,8,3.4,3,,0,2,0.8
420034060001,42,3,406000,1,1584,2019,19,237,46,19.4,62,26.2,24,10.1,3,1.3,3,,0,5,2.1
420034060002,42,3,406000,2,745,2016,4.8,136,14,10.3,14,10.3,5,3.7,,0,3,1,0.7,3,2.2
420034060002,42,3,406000,2,745,2017,4.8,136,7,5.1,9,6.6,5,3.7,1,0.7,1,,0,,0
420034060002,42,3,406000,2,745,2018,4.8,136,16,11.8,27,19.9,10,7.4,9,6.6,9,,0,5,3.7
420034060002,42,3,406000,2,745,2019,4.8,136,12,8.8,30,22.1,16,11.8,7,5.1,6,,0,7,5.1
420034070011,42,3,407001,1,824,2016,11.4,242,18,7.4,21,8.7,5,2.1,3,1.2,1,,0,,0
420034070011,42,3,407001,1,824,2017,11.4,242,18,7.4,26,10.7,7,2.9,4,1.7,1,,0,3,1.2
420034070011,42,3,407001,1,824,2018,11.4,242,18,7.4,29,12,13,5.4,3,1.2,1,,0,,0
420034070011,42,3,407001,1,824,2019,11.4,242,16,6.6,21,8.7,9,3.7,4,1.7,,,0,,0
420034070012,42,3,407001,2,1261,2016,8.6,174,43,24.7,83,47.7,11,6.3,27,15.5,4,1,0.6,7,4
420034070012,42,3,407001,2,1261,2017,8.6,174,33,19,64,36.8,10,5.7,21,12.1,3,1,0.6,5,2.9
420034070012,42,3,407001,2,1261,2018,8.6,174,33,19,55,31.6,20,11.5,15,8.6,5,,0,6,3.4
420034070012,42,3,407001,2,1261,2019,8.6,174,42,24.1,61,35.1,22,12.6,12,6.9,8,2,1.1,4,2.3
420034070013,42,3,407001,3,1770,2016,15,255,37,14.5,46,18,10,3.9,7,2.7,2,,0,2,0.8
420034070013,42,3,407001,3,1770,2017,15,255,38,14.9,47,18.4,14,5.5,2,0.8,5,1,0.4,9,3.5
420034070013,42,3,407001,3,1770,2018,15,255,35,13.7,49,19.2,22,8.6,3,1.2,12,2,0.8,5,2
420034070013,42,3,407001,3,1770,2019,15,255,39,15.3,47,18.4,15,5.9,3,1.2,8,2,0.8,4,1.6
420034070014,42,3,407001,4,1699,2016,14.4,328,35,10.7,43,13.1,9,2.7,6,1.8,4,1,0.3,5,1.5
420034070014,42,3,407001,4,1699,2017,14.4,328,43,13.1,61,18.6,10,3,2,0.6,7,1,0.3,9,2.7
420034070014,42,3,407001,4,1699,2018,14.4,328,38,11.6,50,15.2,10,3,7,2.1,2,1,0.3,3,0.9
420034070014,42,3,407001,4,1699,2019,14.4,328,26,7.9,28,8.5,9,2.7,1,0.3,1,,0,,0
420034070021,42,3,407002,1,1371,2016,10.6,191,45,23.6,67,35.1,16,8.4,14,7.3,5,,0,5,2.6
420034070021,42,3,407002,1,1371,2017,10.6,191,36,18.8,40,20.9,12,6.3,4,2.1,4,1,0.5,6,3.1
420034070021,42,3,407002,1,1371,2018,10.6,191,42,22,60,31.4,28,14.7,7,3.7,7,,0,9,4.7
420034070021,42,3,407002,1,1371,2019,10.6,191,52,27.2,72,37.7,18,9.4,6,3.1,7,,0,10,5.2
420034070022,42,3,407002,2,1254,2016,12.4,254,51,20.1,65,25.6,10,3.9,10,3.9,8,,0,9,3.5
420034070022,42,3,407002,2,1254,2017,12.4,254,53,20.9,68,26.8,17,6.7,14,5.5,6,,0,11,4.3
420034070022,42,3,407002,2,1254,2018,12.4,254,42,16.5,60,23.6,15,5.9,6,2.4,4,1,0.4,4,1.6
420034070022,42,3,407002,2,1254,2019,12.4,254,41,16.1,51,20.1,18,7.1,5,2,3,1,0.4,4,1.6
420034070023,42,3,407002,3,841,2016,0,79,32,40.5,48,60.8,11,13.9,4,5.1,9,,0,8,10.1
420034070023,42,3,407002,3,841,2017,0,79,35,44.3,43,54.4,11,13.9,9,11.4,7,1,1.3,4,5.1
420034070023,42,3,407002,3,841,2018,0,79,41,51.9,59,74.7,27,34.2,3,3.8,7,1,1.3,9,11.4
420034070023,42,3,407002,3,841,2019,0,79,31,39.2,48,60.8,17,21.5,5,6.3,3,1,1.3,5,6.3
420034070024,42,3,407002,4,2917,2016,31.4,595,80,13.4,120,20.2,27,4.5,28,4.7,11,3,0.5,8,1.3
420034070024,42,3,407002,4,2917,2017,31.4,595,88,14.8,121,20.3,28,4.7,20,3.4,6,,0,7,1.2
420034070024,42,3,407002,4,2917,2018,31.4,595,85,14.3,122,20.5,36,6.1,17,2.9,10,7,1.2,8,1.3
420034070024,42,3,407002,4,2917,2019,31.4,595,72,12.1,98,16.5,29,4.9,15,2.5,9,1,0.2,7,1.2
420034080011,42,3,408001,1,1760,2016,12.2,447,84,18.8,109,24.4,23,5.1,20,4.5,10,,0,13,2.9
420034080011,42,3,408001,1,1760,2017,12.2,447,83,18.6,110,24.6,38,8.5,12,2.7,7,,0,8,1.8
420034080011,42,3,408001,1,1760,2018,12.2,447,90,20.1,120,26.8,37,8.3,20,4.5,9,1,0.2,8,1.8
420034080011,42,3,408001,1,1760,2019,12.2,447,100,22.4,125,28,45,10.1,11,2.5,8,,0,7,1.6
420034080012,42,3,408001,2,2121,2016,27.2,554,93,16.8,138,24.9,19,3.4,25,4.5,10,1,0.2,6,1.1
420034080012,42,3,408001,2,2121,2017,27.2,554,96,17.3,128,23.1,27,4.9,14,2.5,16,2,0.4,9,1.6
420034080012,42,3,408001,2,2121,2018,27.2,554,85,15.3,116,20.9,27,4.9,14,2.5,12,4,0.7,4,0.7
420034080012,42,3,408001,2,2121,2019,27.2,554,89,16.1,114,20.6,33,6,17,3.1,9,1,0.2,9,1.6
420034080013,42,3,408001,3,1659,2016,22,337,31,9.2,37,11,4,1.2,2,0.6,1,1,0.3,3,0.9
420034080013,42,3,408001,3,1659,2017,22,337,37,11,47,13.9,9,2.7,3,0.9,4,,0,5,1.5
420034080013,42,3,408001,3,1659,2018,22,337,32,9.5,34,10.1,6,1.8,1,0.3,1,1,0.3,1,0.3
420034080013,42,3,408001,3,1659,2019,22,337,28,8.3,32,9.5,7,2.1,2,0.6,3,,0,3,0.9
420034080021,42,3,408002,1,3862,2016,55.2,1083,138,12.7,178,16.4,35,3.2,27,2.5,20,2,0.2,9,0.8
420034080021,42,3,408002,1,3862,2017,55.2,1083,127,11.7,172,15.9,39,3.6,25,2.3,19,2,0.2,20,1.8
420034080021,42,3,408002,1,3862,2018,55.2,1083,145,13.4,181,16.7,44,4.1,26,2.4,10,,0,12,1.1
420034080021,42,3,408002,1,3862,2019,55.2,1083,139,12.8,159,14.7,48,4.4,16,1.5,8,2,0.2,17,1.6
420034080022,42,3,408002,2,2046,2016,14.2,398,86,21.6,121,30.4,19,4.8,14,3.5,11,,0,7,1.8
420034080022,42,3,408002,2,2046,2017,14.2,398,79,19.8,104,26.1,26,6.5,18,4.5,5,,0,9,2.3
420034080022,42,3,408002,2,2046,2018,14.2,398,76,19.1,93,23.4,22,5.5,19,4.8,12,3,0.8,9,2.3
420034080022,42,3,408002,2,2046,2019,14.2,398,60,15.1,81,20.4,22,5.5,10,2.5,7,,0,12,3
420034090001,42,3,409000,1,4725,2016,97.6,1755,236,13.4,290,16.5,47,2.7,33,1.9,23,,0,24,1.4
420034090001,42,3,409000,1,4725,2017,97.6,1755,227,12.9,278,15.8,44,2.5,35,2,16,3,0.2,12,0.7
420034090001,42,3,409000,1,4725,2018,97.6,1755,236,13.4,300,17.1,62,3.5,27,1.5,21,6,0.3,16,0.9
420034090001,42,3,409000,1,4725,2019,97.6,1755,223,12.7,277,15.8,40,2.3,29,1.7,25,1,0.1,23,1.3
420034090002,42,3,409000,2,2300,2016,14.8,607,109,18,149,24.5,23,3.8,34,5.6,16,1,0.2,9,1.5
420034090002,42,3,409000,2,2300,2017,14.8,607,92,15.2,127,20.9,21,3.5,21,3.5,16,4,0.7,16,2.6
420034090002,42,3,409000,2,2300,2018,14.8,607,86,14.2,120,19.8,22,3.6,23,3.8,8,2,0.3,11,1.8
420034090002,42,3,409000,2,2300,2019,14.8,607,104,17.1,151,24.9,38,6.3,33,5.4,11,1,0.2,13,2.1
420034090003,42,3,409000,3,3824,2016,48.8,1140,137,12,170,14.9,22,1.9,21,1.8,10,,0,16,1.4
420034090003,42,3,409000,3,3824,2017,48.8,1140,129,11.3,162,14.2,32,2.8,30,2.6,10,1,0.1,8,0.7
420034090003,42,3,409000,3,3824,2018,48.8,1140,149,13.1,186,16.3,36,3.2,27,2.4,9,2,0.2,6,0.5
420034090003,42,3,409000,3,3824,2019,48.8,1140,167,14.6,204,17.9,57,5,21,1.8,20,5,0.4,10,0.9
420034090004,42,3,409000,4,2269,2016,11.8,359,75,20.9,91,25.3,16,4.5,15,4.2,10,,0,11,3.1
420034090004,42,3,409000,4,2269,2017,11.8,359,95,26.5,124,34.5,26,7.2,32,8.9,18,4,1.1,10,2.8
420034090004,42,3,409000,4,2269,2018,11.8,359,76,21.2,108,30.1,30,8.4,18,5,14,,0,16,4.5
420034090004,42,3,409000,4,2269,2019,11.8,359,85,23.7,123,34.3,32,8.9,31,8.6,11,,0,9,2.5
420034100001,42,3,410000,1,1225,2016,11.8,270,49,18.1,64,23.7,13,4.8,10,3.7,2,,0,4,1.5
420034100001,42,3,410000,1,1225,2017,11.8,270,46,17,55,20.4,8,3,1,0.4,3,,0,6,2.2
420034100001,42,3,410000,1,1225,2018,11.8,270,33,12.2,43,15.9,5,1.9,5,1.9,1,,0,7,2.6
420034100001,42,3,410000,1,1225,2019,11.8,270,27,10,32,11.9,8,3,1,0.4,3,1,0.4,1,0.4
420034110001,42,3,411000,1,2396,2016,51.6,753,63,8.4,77,10.2,10,1.3,6,0.8,10,,0,10,1.3
420034110001,42,3,411000,1,2396,2017,51.6,753,79,10.5,97,12.9,22,2.9,6,0.8,8,1,0.1,5,0.7
420034110001,42,3,411000,1,2396,2018,51.6,753,98,13,139,18.5,35,4.6,12,1.6,16,3,0.4,7,0.9
420034110001,42,3,411000,1,2396,2019,51.6,753,91,12.1,120,15.9,23,3.1,6,0.8,9,,0,14,1.9
420034110002,42,3,411000,2,2509,2016,3.8,499,82,16.4,105,21,14,2.8,8,1.6,5,,0,15,3
420034110002,42,3,411000,2,2509,2017,3.8,499,89,17.8,102,20.4,14,2.8,8,1.6,10,1,0.2,11,2.2
420034110002,42,3,411000,2,2509,2018,3.8,499,67,13.4,83,16.6,20,4,3,0.6,6,1,0.2,4,0.8
420034110002,42,3,411000,2,2509,2019,3.8,499,75,15,91,18.2,23,4.6,4,0.8,5,1,0.2,6,1.2
420034110003,42,3,411000,3,4148,2016,26,1343,117,8.7,146,10.9,17,1.3,18,1.3,6,3,0.2,5,0.4
420034110003,42,3,411000,3,4148,2017,26,1343,119,8.9,165,12.3,36,2.7,26,1.9,9,2,0.1,9,0.7
420034110003,42,3,411000,3,4148,2018,26,1343,123,9.2,156,11.6,25,1.9,21,1.6,6,,0,11,0.8
420034110003,42,3,411000,3,4148,2019,26,1343,111,8.3,134,10,25,1.9,10,0.7,6,1,0.1,6,0.4
420034120011,42,3,412001,1,2998,2016,56.6,1069,81,7.6,113,10.6,24,2.2,14,1.3,7,2,0.2,7,0.7
420034120011,42,3,412001,1,2998,2017,56.6,1069,73,6.8,95,8.9,26,2.4,11,1,10,2,0.2,7,0.7
420034120011,42,3,412001,1,2998,2018,56.6,1069,88,8.2,106,9.9,34,3.2,13,1.2,12,2,0.2,11,1
420034120011,42,3,412001,1,2998,2019,56.6,1069,86,8,109,10.2,30,2.8,14,1.3,3,,0,6,0.6
420034120012,42,3,412001,2,2203,2016,11.8,558,65,11.6,82,14.7,12,2.2,12,2.2,5,1,0.2,7,1.3
420034120012,42,3,412001,2,2203,2017,11.8,558,66,11.8,76,13.6,20,3.6,12,2.2,2,,0,5,0.9
420034120012,42,3,412001,2,2203,2018,11.8,558,68,12.2,86,15.4,17,3,13,2.3,3,1,0.2,10,1.8
420034120012,42,3,412001,2,2203,2019,11.8,558,71,12.7,88,15.8,38,6.8,8,1.4,5,1,0.2,11,2
420034120013,42,3,412001,3,1770,2016,21.6,439,63,14.4,86,19.6,12,2.7,20,4.6,7,,0,9,2.1
420034120013,42,3,412001,3,1770,2017,21.6,439,58,13.2,79,18,17,3.9,15,3.4,6,1,0.2,6,1.4
420034120013,42,3,412001,3,1770,2018,21.6,439,55,12.5,79,18,25,5.7,14,3.2,9,2,0.5,11,2.5
420034120013,42,3,412001,3,1770,2019,21.6,439,53,12.1,66,15,14,3.2,12,2.7,7,3,0.7,6,1.4
420034120014,42,3,412001,4,2493,2016,37,713,71,10,88,12.3,19,2.7,19,2.7,9,1,0.1,4,0.6
420034120014,42,3,412001,4,2493,2017,37,713,84,11.8,105,14.7,12,1.7,18,2.5,7,,0,10,1.4
420034120014,42,3,412001,4,2493,2018,37,713,83,11.6,120,16.8,25,3.5,21,2.9,8,,0,6,0.8
420034120014,42,3,412001,4,2493,2019,37,713,78,10.9,96,13.5,25,3.5,20,2.8,3,,0,8,1.1
420034120021,42,3,412002,1,2834,2016,10.8,700,75,10.7,85,12.1,15,2.1,9,1.3,6,1,0.1,2,0.3
420034120021,42,3,412002,1,2834,2017,10.8,700,79,11.3,96,13.7,19,2.7,8,1.1,6,2,0.3,6,0.9
420034120021,42,3,412002,1,2834,2018,10.8,700,66,9.4,77,11,19,2.7,8,1.1,3,,0,8,1.1
420034120021,42,3,412002,1,2834,2019,10.8,700,81,11.6,113,16.1,30,4.3,9,1.3,16,1,0.1,12,1.7
420034120022,42,3,412002,2,2291,2016,24.6,626,77,12.3,97,15.5,21,3.4,10,1.6,10,1,0.2,7,1.1
420034120022,42,3,412002,2,2291,2017,24.6,626,69,11,85,13.6,17,2.7,6,1,7,1,0.2,4,0.6
420034120022,42,3,412002,2,2291,2018,24.6,626,59,9.4,67,10.7,21,3.4,2,0.3,7,,0,6,1
420034120022,42,3,412002,2,2291,2019,24.6,626,56,8.9,66,10.5,21,3.4,7,1.1,4,2,0.3,5,0.8
420034131001,42,3,413100,1,1103,2016,0,240,45,18.8,55,22.9,17,7.1,3,1.3,9,1,0.4,6,2.5
420034131001,42,3,413100,1,1103,2017,0,240,42,17.5,57,23.8,7,2.9,5,2.1,4,1,0.4,7,2.9
420034131001,42,3,413100,1,1103,2018,0,240,52,21.7,60,25,12,5,3,1.3,7,3,1.3,2,0.8
420034131001,42,3,413100,1,1103,2019,0,240,37,15.4,48,20,5,2.1,5,2.1,6,1,0.4,2,0.8
420034131002,42,3,413100,2,2032,2016,17.4,344,43,12.5,67,19.5,13,3.8,8,2.3,6,2,0.6,4,1.2
420034131002,42,3,413100,2,2032,2017,17.4,344,50,14.5,63,18.3,16,4.7,,0,5,2,0.6,6,1.7
420034131002,42,3,413100,2,2032,2018,17.4,344,65,18.9,89,25.9,22,6.4,20,5.8,6,1,0.3,8,2.3
420034131002,42,3,413100,2,2032,2019,17.4,344,44,12.8,57,16.6,20,5.8,4,1.2,9,1,0.3,6,1.7
420034131003,42,3,413100,3,1356,2016,17.4,299,27,9,39,13,11,3.7,3,1,3,,0,2,0.7
420034131003,42,3,413100,3,1356,2017,17.4,299,38,12.7,49,16.4,3,1,6,2,1,,0,3,1
420034131003,42,3,413100,3,1356,2018,17.4,299,31,10.4,36,12,7,2.3,1,0.3,4,,0,5,1.7
420034131003,42,3,413100,3,1356,2019,17.4,299,42,14,51,17.1,13,4.3,1,0.3,2,,0,3,1
420034131004,42,3,413100,4,1900,2016,26.8,440,51,11.6,59,13.4,12,2.7,4,0.9,8,2,0.5,9,2
420034131004,42,3,413100,4,1900,2017,26.8,440,63,14.3,76,17.3,15,3.4,8,1.8,4,1,0.2,3,0.7
420034131004,42,3,413100,4,1900,2018,26.8,440,66,15,87,19.8,21,4.8,9,2,10,2,0.5,7,1.6
420034131004,42,3,413100,4,1900,2019,26.8,440,59,13.4,72,16.4,15,3.4,7,1.6,7,1,0.2,4,0.9
420034132011,42,3,413201,1,874,2016,8.4,85,20,23.5,22,25.9,5,5.9,2,2.4,4,1,1.2,3,3.5
